Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[140 E 47th St](https://www.apartments.com/140-e-47th-st-new-york-ny/5dzjchm/),,"[140 E 47th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/140+E+47th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",621 Sq Ft,"$2,850",,,Dogs and Cats Allowed,0.6 mi,13 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 140 E 47th St](https://images1.apartments.com/i2/roYftJgR5OCXCl7OAagAgzIBDKz0IR0v4EhRh51GZI8/110/140-e-47th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 140 E 47th St](https://images1.apartments.com/i2/aRwpJa5q_B_mJrgUbpGKQUGB5InkUcrf9dr5s4ly64s/118/140-e-47th-st-new-york-ny-building-photo.jpg) ,"Curb appeal!
Spacious one bedroom apartment in full time doorman building!
This grand apartment will captivate you at first sight!
Island counter top kitchen, ample closet space, and great amount of sunlight!
Pet friendly building and laundry in basement!"
[117 W 58th St Unit 4I](https://www.apartments.com/117-w-58th-st-new-york-ny/36x1lbd/),646-891-1802,"[117 W 58th St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/117+W+58th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 Sq Ft,"$2,895",,,Dogs and Cats Allowed,0.6 mi,12 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 117 W 58th St](https://images1.apartments.com/i2/o8IbyqWJ4osBLHpEB3OeDVvJaf3uI9cDKPVzHBI2h_4/110/117-w-58th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 117 W 58th St](https://images1.apartments.com/i2/54xMVNL8jhXHydpK_TODpRu5Gn7r828TIeAlCgh31u4/118/117-w-58th-st-new-york-ny-building-photo.jpg) ![Building Photo - 117 W 58th St](https://images1.apartments.com/i2/BdIbKyA1emGy5_Z8uAds7Q9Drjujjz91xyStkTjMTmM/118/117-w-58th-st-new-york-ny-building-photo.jpg) ![Building Photo - 117 W 58th St](https://images1.apartments.com/i2/_izUYr0SFUMz7psPdVGp90h27QP-NhLlDNXS22h5wEE/118/117-w-58th-st-new-york-ny-building-photo.jpg) ![Building Photo - 117 W 58th St](https://images1.apartments.com/i2/pyP3lueHDqZetLW1TP_DRSgE02l2pPqN1jk6z6d2tb4/118/117-w-58th-st-new-york-ny-building-photo.jpg) ![Building Photo - 117 W 58th St](https://images1.apartments.com/i2/mZ3bP1wQ3GnSzycWnSJeon1qYA7eY5HKVqg92tuGcjE/118/117-w-58th-st-new-york-ny-building-photo.jpg) ,"Fabulous deal! Newly renovated, very quiet, 1 bedroom with tons of light. 
Dining alcove can be converted into 2nd bedroom that fits a queen bed. 
Modern white kitchen has dishwasher. 
It also comes with pristine wooden floors, and ample closet space. 
This full-time doorman building offers renovated lobby, elevator, and laundry. 
Steps away from the subway, two blocks from Columbus Circle, whole foods, shopping, and Rockefeller center."
[72 W 69th St Unit 5C](https://www.apartments.com/72-w-69th-st-new-york-ny/94zpg76/),,"[72 W 69th St, New York, NY 10023](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/72+W+69th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)",750 Sq Ft,"$2,895",,,Dogs and Cats Allowed,1.3 mi,27 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 72 W 69th St](https://images1.apartments.com/i2/SQtquYP8mckXpknuRJB_p57msTQHoS_fNtJy0f8y8z0/110/72-w-69th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 72 W 69th St](https://images1.apartments.com/i2/NEUTpE4GV28f-Kzru4Ogy88uXnzfotPropOyvz8yFQQ/118/72-w-69th-st-new-york-ny-building-photo.jpg) ![Building Photo - 72 W 69th St](https://images1.apartments.com/i2/tNcXzIRSBr3vPCkqTMhGMeOnkTYcxje0r_voBpobLqM/118/72-w-69th-st-new-york-ny-building-photo.jpg) ![Building Photo - 72 W 69th St](https://images1.apartments.com/i2/iVZ_2eoIEfvR1opKOtnaZWndQODPzpED4CinntHzT84/118/72-w-69th-st-new-york-ny-building-photo.jpg) ,
[402 W 51st St Unit 2D](https://www.apartments.com/402-w-51st-st-new-york-ny/eg2g88m/),,"[402 W 51st St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/402+W+51st+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",709 Sq Ft,"$2,895",,,Dogs and Cats Allowed,1.4 mi,30 mins,,,,,,,12 Months,,,,,![Primary Photo - 402 W 51st St](https://images1.apartments.com/i2/zhTjOQAcubLVeFnAG0aMJi0BUkkb_9cDGaq699jj-RI/110/402-w-51st-st-new-york-ny-primary-photo.jpg) ![Building Photo - 402 W 51st St](https://images1.apartments.com/i2/apcoAzBoRey4Ow9K5lPfqFET-l4xX8GvvacQikX04EE/118/402-w-51st-st-new-york-ny-building-photo.jpg) ![Building Photo - 402 W 51st St](https://images1.apartments.com/i2/jtpyCUvpI8zk2JwPu2LsNcOCJ01rIFVmCcEssF25Rwo/118/402-w-51st-st-new-york-ny-building-photo.jpg) ![Building Photo - 402 W 51st St](https://images1.apartments.com/i2/xFHxKzKxQcyx0_d7BdzHobU-kLJbsHhqMrbRi1FSB54/118/402-w-51st-st-new-york-ny-building-photo.jpg) ![Building Photo - 402 W 51st St](https://images1.apartments.com/i2/OMj956nHPbjC8gZmbkiew9NU51qDHYUz5iOPxTWDeNw/118/402-w-51st-st-new-york-ny-building-photo.jpg) ,"This HUGE 1 Bedroom should not be missed! (Over 700 sq ft.)
King Sized Bedroom and HUGE Living Room!
In the process of being renovated (as seen in the photos)
Available for a May 1st move-in."
[135 E 50th St Unit a](https://www.apartments.com/135-e-50th-st-new-york-ny/tp6gfd8/),,"[135 E 50th St, New York, NY 10022](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/135+E+50th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)","1,000,000 Sq Ft","$2,895",,,Dogs and Cats Allowed,0.5 mi,10 mins,,,,,* Washer/Dryer Hookup,,12 Months,,,,,![Primary Photo - 135 E 50th St](https://images1.apartments.com/i2/jiB_mgOvGH6cyuDDPT5-kGlGcsfNITzBk50lmv0Vbkw/110/135-e-50th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 135 E 50th St](https://images1.apartments.com/i2/6XGxxmS8ALhE6OpYUrU_ByaW51r8dYihc9aFpKF6btc/118/135-e-50th-st-new-york-ny-building-photo.jpg) ![Building Photo - 135 E 50th St](https://images1.apartments.com/i2/ZXih90bsifFDLyi_RC55RS47nDBpICWTWBFS0gfHSOg/118/135-e-50th-st-new-york-ny-building-photo.jpg) ,"AMAZING LOCATION, NEW ON THE MARKET!!!
1 Bedroom apartment in Midtown East with 1 month free on 12 month lease. Extremely Large 1 bedroom with abundant closet space and an open kitchen
The apartment features a beautiful eat-in styled open kitchen with a dishwasher. The home also has hardwood floors throughout, high beamed ceilings, large living and bedroom, beautiful moldings & abundant closet space.
Completely renovated lobby, attended lobby, laundry room, elevator, live-in super & pet-friendly. Conveniently located steps to the M,E & 6 Subways. Doorman hours are approximately 7am-11:00pm, 365 days a year."
[245 W 52nd St Unit 212](https://www.apartments.com/245-w-52nd-st-new-york-ny/qzsrxtz/),914-265-4061,"[245 W 52nd St, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/245+W+52nd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 Sq Ft,"$2,895",,,Dogs and Cats Allowed,1.1 mi,23 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 245 W 52nd St](https://images1.apartments.com/i2/UVBZjwO8w3XYryuVG4hp2_BqiqVDZhl1W1gSJDgfzCQ/110/245-w-52nd-st-new-york-ny-primary-photo.jpg) ![Building Photo - 245 W 52nd St](https://images1.apartments.com/i2/0kKvCe0QLxBfbVvftuE0aP4A1gBEAMDh4jTQkklmdDQ/118/245-w-52nd-st-new-york-ny-building-photo.jpg) ![Building Photo - 245 W 52nd St](https://images1.apartments.com/i2/usRcqpkE3GuA_V89xtWc1UQtrcWifGJyAMAeajR0me4/118/245-w-52nd-st-new-york-ny-building-photo.jpg) ![Building Photo - 245 W 52nd St](https://images1.apartments.com/i2/k6vooidCoV3CnjMzmkA6nQuPvlI50CiQzbxfQ20Rmao/118/245-w-52nd-st-new-york-ny-building-photo.jpg) ![Building Photo - 245 W 52nd St](https://images1.apartments.com/i2/MTNvkoJPTxw8hf7oUmBMCAjqNXaAZklIhUsPaTza__4/118/245-w-52nd-st-new-york-ny-building-photo.jpg) ![Building Photo - 245 W 52nd St](https://images1.apartments.com/i2/_m7vakpcqJHG-dOGL5WPXG_MnaiPuzHLcSd4pm1p6wU/118/245-w-52nd-st-new-york-ny-building-photo.jpg) ,"Large 1 BR in Midtown West -- Doorman Building
1 bed, 1 bath, with ample closet space, hardwood floors, built in book shelves, marble bath, and granite ss kitchen. Located in a well kept building, set in the middle of the lively, exciting, and vibrant culture of Times Square. Rent includes electric and gas. The building includes doorman concierge Monday-Saturday, live-in super, elevator, and laundry in basement."
[240 E 35th St Unit 3K](https://www.apartments.com/240-e-35th-st-new-york-ny/nqsftrp/),347-448-4004,"[240 E 35th St, New York, NY 10016](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/240+E+35th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",700 Sq Ft,"$2,900",,,Dogs and Cats Allowed,1.4 mi,27 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 240 E 35th St](https://images1.apartments.com/i2/I3O6Y-NXmDSXFyhXVC59d6-SJvXHCSuWEevPVK3msSg/110/240-e-35th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 240 E 35th St](https://images1.apartments.com/i2/LoyeyvOvTDBMKmsA-AEj3mxdBy4-3ZaE2oMCHJaxhe4/118/240-e-35th-st-new-york-ny-building-photo.jpg) ![Building Photo - 240 E 35th St](https://images1.apartments.com/i2/9qUQ59DkLlWQYypiJ9TSXPxX8KfZJybypY56HvxkVHM/118/240-e-35th-st-new-york-ny-building-photo.jpg) ,"Beautiful newly renovated one bedroom is located in a great full-time doorman building. 
The entire apartment has been completely renovated and has a brand new stainless kitchen with new cabinets, and granite counters. 
The bathroom has been fully redone as well and is absolutely clean and spotless. 
The living room can fit a large living room set and room for a dinning area, very big layout and has two closets. 
The bedroom can easily fit a king-sized bedroom set including end tables and dressers. 
There are two windows in the bedroom and a large closet. 
With friendly staff and a rooftop terrace, this space is definitely a unique find. 
PLEASE CALL Joseph @ 9 1 7 - 8 0 5 - 5 8 8 5 / joseph@opgny.com"
[332 E 71st St Unit 3C](https://www.apartments.com/332-e-71st-st-new-york-ny/pz0bqdr/),,"[332 E 71st St, New York, NY 10021](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/332+E+71st+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)",800 Sq Ft,"$2,900",,,Dogs and Cats Allowed,0.9 mi,18 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 332 E 71st St](https://images1.apartments.com/i2/zEOkym2Impwe7nDZdPgUsYxVcJnKoWhImechIdwPfAw/110/332-e-71st-st-new-york-ny-primary-photo.jpg) ![Building Photo - 332 E 71st St](https://images1.apartments.com/i2/YI7oDJAbB7m3XlmRLDmEqMIsYmijEjSVlvbuNez11Fk/118/332-e-71st-st-new-york-ny-building-photo.jpg) ![Building Photo - 332 E 71st St](https://images1.apartments.com/i2/hZvywPDYtLrlEvHC0UlN4ZSr_WjrKjclhvH59-tUc74/118/332-e-71st-st-new-york-ny-building-photo.jpg) ,NO FEE - 1 bedroom 1 bathroom in prime Upper East Side location.
[340 E 61st St](https://www.apartments.com/340-e-61st-st-new-york-ny/syvptd7/),,"[340 E 61st St, New York, NY 10065](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/340+E+61st+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,900",,,Dogs and Cats Allowed,0.4 mi,9 mins,,,,,* Washer/Dryer,,12 Months,,,,,![Primary Photo - 340 E 61st St](https://images1.apartments.com/i2/T_yOMHK3CaDom5Nv9-ydifjlMF2Ua3yepgAzwdKr6KY/110/340-e-61st-st-new-york-ny-primary-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/GuPE6qP2qq23DzLBf8OQSOiVpt0nuvXfwgilYvxg48I/118/340-e-61st-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/sWjn1nS_pDTxh76FTgermr4lGdQJmO0gPS_eAmYHHxw/118/340-e-61st-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/rWY6nWfWGEn45ipcm7eaHcNuuKuCQ0V58c6j8YNkOtE/118/340-e-61st-st-new-york-ny-building-photo.jpg) ,"Beautiful Gut Renovated 1 Bedroom with in unit W/D!! 
Apartment has been fully renovated featuring; Granite Countertop, Stainless steel appliances, and Marble bathroom. AVAILABLE IMMEDIATELY!"
[220 E 36th St](https://www.apartments.com/220-e-36th-st-new-york-ny/9gbm6c5/),914-361-4218,"[220 E 36th St, New York, NY 10016](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/220+E+36th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",650 Sq Ft,"$2,900",,,Dogs and Cats Allowed,1.3 mi,26 mins,,,,,* Washer/Dryer,,12 Month,,,,,![Primary Photo - 220 E 36th St](https://images1.apartments.com/i2/KWBfKhWqq3miqUtXSVnLwEfs0e-DrfD6WNvgqhaXltc/110/220-e-36th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 220 E 36th St](https://images1.apartments.com/i2/S-dNuWZWoxzpxPoEdp6advi4Y-ZvNLKzCjUUQxXNDzY/118/220-e-36th-st-new-york-ny-building-photo.jpg) ![Building Photo - 220 E 36th St](https://images1.apartments.com/i2/ZFsxYDFtQUBp4Qd-qEPy_M6QMr_TycNXDCmhTerCOfA/118/220-e-36th-st-new-york-ny-building-photo.jpg) ![Building Photo - 220 E 36th St](https://images1.apartments.com/i2/4FCxk1uBCuTXxqr1ufN28mrvzi2gsM5dObZwTybNfYg/118/220-e-36th-st-new-york-ny-building-photo.jpg) ![Building Photo - 220 E 36th St](https://images1.apartments.com/i2/yBazljdLDi8Rfi6n90hOe-QGYrv0SeKRpPGG1HNtlCw/118/220-e-36th-st-new-york-ny-building-photo.jpg) ,"No fee**Generous layout, spacious living room, ample closet space.. Amenities include a 24-hour doorman, a rooftop deck with stunning views of Manhattan, a courtyard, an on-site laundry facility and a bike storage room. Pets are welcomed. A perfect central location, The Murray Hill is a well-maintained co-op building that is surrounded by a variety of shops, restaurants and nightlife, and is in close proximity to the 6 train and Grand Central Station.
Please contact me to view it 646 409 6447."
[340 E 61st St Unit 5A](https://www.apartments.com/340-e-61st-st-new-york-ny/1j29cy6/),,"[340 E 61st St, New York, NY 10065](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/340+E+61st+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",720 Sq Ft,"$2,900",,,Dogs and Cats Allowed,0.4 mi,9 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 340 E 61st St](https://images1.apartments.com/i2/TGu9oZD9JwO901vjkJMGypxK6zYpQC9rj7PgUUditeA/110/340-e-61st-st-new-york-ny-primary-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/Ee6J5pCeARD0OBH4NpAANwKK6pa6sOnfIbUdUeMQBpU/118/340-e-61st-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/b42gw1USn2-pR-PD9Vc_61yNvWUHpSDRIWTSADlHUD8/118/340-e-61st-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/o5QCyX0Q9O4XVwaqYwoAYS66NVohwlJfJ6z4EUwhkCE/118/340-e-61st-st-new-york-ny-building-photo.jpg) ![Building Photo - 340 E 61st St](https://images1.apartments.com/i2/zScZNzTGb4oHl_K7LcDiFhhOwnGI7zbOpWC1458vfBM/118/340-e-61st-st-new-york-ny-building-photo.jpg) ,"This is a Gut Renovated NO FEE 1 Bedroom with Laundry in Building!
THE SECOND MONTH OF RENT IS FREE!!!
Advertised rent is the Gross Rent. Net Rent would be $2,658!!
This apartment Features:
A Queen Sized Bedroom, a Large Living Room, Walnut hardwood floors, recessed lighting, granite countertops, stainless steel appliances, cherry wood cabinets, crown and baseboard moldings, and a marble bathroom.
Walk up building
This is priced to go, so contact me TODAY to see it!"
[137 E 38th St Unit 1B](https://www.apartments.com/137-e-38th-st-new-york-ny/ftme6xt/),844-332-8992,"[137 E 38th St, New York, NY 10016](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/137+E+38th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,900",,,Dogs and Cats Allowed,1.1 mi,22 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 137 E 38th St](https://images1.apartments.com/i2/kI0XAmj_U5M20BekxNqq-0MZAXPOjD5nRqvgu2A27s0/110/137-e-38th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 137 E 38th St](https://images1.apartments.com/i2/4xhkL_giy9rFA80jXobDeqP8TbliMxagsl6zFqEyE-0/118/137-e-38th-st-new-york-ny-building-photo.jpg) ![Building Photo - 137 E 38th St](https://images1.apartments.com/i2/K-0FYM2xi8RkCIRzNqK2I93Cytw1190r0FXGQ9f-0kY/118/137-e-38th-st-new-york-ny-building-photo.jpg) ![Building Photo - 137 E 38th St](https://images1.apartments.com/i2/_Z_W7IGKn_FYudK3S3NRcSFArS5gjOZ5aprPi_ey3L0/118/137-e-38th-st-new-york-ny-building-photo.jpg) ![Building Photo - 137 E 38th St](https://images1.apartments.com/i2/HOlmTIva5JSo3wrIU8Pc0GuLI1lIhZ74-NDuspbibN0/118/137-e-38th-st-new-york-ny-building-photo.jpg) ,"Amenities:
Bicycle Room, Common Outdoor Space, Doorman, Elevator, Laundry, Roof Deck, Subway, Valet, WiFi, Concierge, Dishwasher, Hardwood, High Ceilings, Renovated, Light, Walk-In Closet
Description:
Astonishing Murray Hill 1BR, Extra-Large Living, Amazing Location!
Astonishing Murray Hill 1BR, Extra-Large Living Room, Amazing Location!"
[140 E 46th St](https://www.apartments.com/140-e-46th-st-new-york-ny/fjbxx7s/),484-253-6487,"[140 E 46th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/140+E+46th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",950 Sq Ft,"$2,950",,,Dogs and Cats Allowed,0.7 mi,14 mins,,,,,* Wheelchair Accessible (Rooms),,12 Months,* Laundry Facilities,,,,![Primary Photo - 140 E 46th St](https://images1.apartments.com/i2/HYUiahrMeDY-Cqg66CW-bNRLhS1iM4VUhqllawE6Do8/110/140-e-46th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/hc6ahRB_RALp6Xkjg56qNNY1bsYfifWs2sg6S5_I2K4/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/xWtsGr8iua45-JEtVyXoDTRzmqn-_ocgm8gqGhkBhe4/118/140-e-46th-st-new-york-ny-building-photo.jpg) ,"Stunning ONE BEDROOM in Midtown East
ASK ME ABOUT INCENTIVES!!!!
~Call/Text GIANNA 610-316-9040
Features:
*Located in a Luxury Midtown East Building w/ Doorman, Elevator and Laundry
*Many Windows for Lots of Natural Light!
*Kitchen with SS Appliances & Breakfast Bar
*Right off Lex
*Ask me about incentives for this unit!!
~Call/Text GIANNA 610-316-9040 to see this apartment!
*If this is not what your looking for, I can help! I have access to thousands of listings all over the city with means to find you what your looking for.
Gianna MarinariLicensed Real Estate SalespersonBOND New York Properties 1776 Broadway, 5th Floor | New York, NY 10019 P 610-316-9040"
[140 E 46th St Unit 10P](https://www.apartments.com/140-e-46th-st-new-york-ny/z0h8elz/),201-372-4971,"[140 E 46th St, New York, NY 10017](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/140+E+46th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,950",,,Dogs and Cats Allowed,0.7 mi,14 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 140 E 46th St](https://images1.apartments.com/i2/f53rSd9TyGti1ZbaGuIrP8-nem5Nfpyuch1JkUMErks/110/140-e-46th-st-new-york-ny-primary-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/WZ-P2_2snWRSw7sLHiHjdT7kaVq4K9OXqf6R1rsZ3aU/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/j8y6Zz0jAqkrx6hoWloE47HqI56H7ZnpXSRzmAYgZHs/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/O2ycBdq4VZHxzQIqDQJHrRApe9DTMgRrHjBb-aGPnts/118/140-e-46th-st-new-york-ny-building-photo.jpg) ![Building Photo - 140 E 46th St](https://images1.apartments.com/i2/DHCxr-fNLM-tTsgb78ceh32xm8MrHSUWveaRER0thO8/118/140-e-46th-st-new-york-ny-building-photo.jpg) ,"This is a full service doorman , laundry and elevator building . Comfortable and very spacious 1 bedroom apartment with lots of closet and storage space.An open kitchen with white cabinets and black tops as well as storage space .Oversize windows that bring lots of lights into the rooms. Steps away from the Greatest Transportation Hub within all of Manhattan, Grand Central Station.1 month no broker fee, contact Yazmin (347)863-9424"
[888 8th Ave Unit 15B](https://www.apartments.com/888-8th-ave-new-york-ny/phn0f4t/),347-384-9507,"[888 8th Ave, New York, NY 10019](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/888+8th+Ave,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 Sq Ft,"$2,995",,,Dogs and Cats Allowed,1.2 mi,24 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 888 8th Ave](https://images1.apartments.com/i2/QgijyBoI8QT9MABAZ86z3S-O58p1pabnCtAW4F-2DzM/110/888-8th-ave-new-york-ny-primary-photo.jpg) ![Building Photo - 888 8th Ave](https://images1.apartments.com/i2/6GyJ5k2sD-l0MzrCMk-ctX4WSgbfG2ykiH8azRJ6NCU/118/888-8th-ave-new-york-ny-building-photo.jpg) ![Building Photo - 888 8th Ave](https://images1.apartments.com/i2/PdfbXNtHu81CmbO8Co7vjhsivSYod38bCv7DT-0ihoA/118/888-8th-ave-new-york-ny-building-photo.jpg) ![Building Photo - 888 8th Ave](https://images1.apartments.com/i2/u_MUnT3P3AOP1OPmDlZVmO1E_ussjpTqbIKQ5OQKezQ/118/888-8th-ave-new-york-ny-building-photo.jpg) ![Building Photo - 888 8th Ave](https://images1.apartments.com/i2/gau7leg5LrJ4HscgIT_1IINgi-iB5wBNLgBbDbY-uoc/118/888-8th-ave-new-york-ny-building-photo.jpg) ![Building Photo - 888 8th Ave](https://images1.apartments.com/i2/tQ92o6SPZLipbpi1KIKnMlC6qaKzDzN8tM9yKfDlfUY/118/888-8th-ave-new-york-ny-building-photo.jpg) ,"Outstanding Value! Newly Renovated Spacious 1 Bedroom Apartment With This Delightful Finishes, Located In The Theater District. 
It Features Beautiful Floors, Extra Large Fully Equipped Kitchen, Sparkling Marble Full Bath, Incredible Closet Space. 
This Charmer Residential Rental Building Features Full Time Doorman, Elevator, Garage Available, Laundry Room, Rooftop Terrace, and Live-In Super. 
Convenient to Midtown Offices, Mass Transit, Columbus Circle, and Central Park. 
PLEASE CALL Joseph @ 9 1 7 - 8 0 5 - 5 8 8 5 / joseph@opgny.com"
[252 E 63rd St Unit 14H](https://www.apartments.com/252-e-63rd-st-new-york-ny/q8tq7tz/),,"[252 E 63rd St, New York, NY 10065](https://www.google.com/maps/dir/731+Lexington+Ave,+New+York,+NY+10022/252+E+63rd+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",725 Sq Ft,"$2,995",,,Dogs and Cats Allowed,0.4 mi,8 mins,,,,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 252 E 63rd St](https://images1.apartments.com/i2/PUcpVrU95sakmTOU-U9cSLuogloZoOQ5l8e3PIwYIaA/110/252-e-63rd-st-new-york-ny-primary-photo.jpg) ![Building Photo - 252 E 63rd St](https://images1.apartments.com/i2/kYr6nleyYf1cDGKn7drCdiKQwOO9ts469mXnqlR-QPA/118/252-e-63rd-st-new-york-ny-building-photo.jpg) ![Building Photo - 252 E 63rd St](https://images1.apartments.com/i2/eXxv2nmMwVkwtuU_ThRn9l9KjmZx6OrVlKUHQfjf0XM/118/252-e-63rd-st-new-york-ny-building-photo.jpg) ![Building Photo - 252 E 63rd St](https://images1.apartments.com/i2/mO7Be-DYcL11W5UPO8NZmVcYVxSW5KLT3vWzH5bHvWE/118/252-e-63rd-st-new-york-ny-building-photo.jpg) ,"APARTMENT AMENITIES
Central Air Conditioning
Dishwasher
Microwave
BUILDING AMENITIES
Elevator
Doorman
Package Room
Laundry Room
Gas Included
Parking Available
Live in Super
Heat Included
Intercom
Hot Water Included"
