Option Name,URL,Contact,Address,Distance,Duration,Map,Pet Policy,Parking,Gym,Kitchen,Amenities,Features,Living Space,Rent,Monthly Fees,One Time Fees,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
7 W 87th St Unit 4A,https://www.apartments.com/7-w-87th-st-new-york-ny/kzs99q9/,,"7 W 87th St, New York, NY 10024","* morning: 4.8 mi
* evening: 3.2 mi","* morning: 39 mins
* evening: 24 mins","https://www.google.com/maps/place/7+W+87th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
24 W 89th St Unit 4B,https://www.apartments.com/24-w-89th-st-new-york-ny/3c2wr8d/,,"24 W 89th St, New York, NY 10024","* morning: 3.7 mi
* evening: 3.3 mi","* morning: 37 mins
* evening: 27 mins","https://www.google.com/maps/place/24+W+89th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
49 W 70th St Unit D,https://www.apartments.com/49-w-70th-st-new-york-ny/fl0chct/,,"49 W 70th St, New York, NY 10023","* morning: 1.4 mi
* evening: 1.7 mi","* morning: 28 mins
* evening: 27 mins","https://www.google.com/maps/place/49+W+70th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
54 W 91st St Unit 1A,https://www.apartments.com/54-w-91st-st-new-york-ny/3fpwxhg/,,"54 W 91st St, New York, NY 10024","* morning: 5.4 mi
* evening: 2.8 mi","* morning: 36 mins
* evening: 28 mins","https://www.google.com/maps/place/54+W+91st+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
118 W 74th St Unit 1B,https://www.apartments.com/118-w-74th-st-new-york-ny/7v2rrcw/,,"118 W 74th St, New York, NY 10023","* morning: 4.1 mi
* evening: 3.8 mi","* morning: 30 mins
* evening: 29 mins","https://www.google.com/maps/place/118+W+74th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
123 W 77th St Unit 2A,https://www.apartments.com/123-w-77th-st-new-york-ny/n1jme5m/,,"123 W 77th St, New York, NY 10024","* morning: 4.2 mi
* evening: 3.9 mi","* morning: 33 mins
* evening: 32 mins","https://www.google.com/maps/place/123+W+77th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
124 W 75th St Unit 5B,https://www.apartments.com/124-w-75th-st-new-york-ny/66dxk6r/,,"124 W 75th St, New York, NY 10023","* morning: 4.1 mi
* evening: 3.8 mi","* morning: 30 mins
* evening: 30 mins","https://www.google.com/maps/place/124+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
126 W 74th St Unit 3A,https://www.apartments.com/126-w-74th-st-new-york-ny/hvtc7h3/,,"126 W 74th St, New York, NY 10023","* morning: 4.1 mi
* evening: 4.0 mi","* morning: 30 mins
* evening: 29 mins","https://www.google.com/maps/place/126+W+74th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
226 W 97th St Unit 2C,https://www.apartments.com/226-w-97th-st-new-york-ny/x7833lm/,,"226 W 97th St, New York, NY 10025","* morning: 5.1 mi
* evening: 4.8 mi","* morning: 31 mins
* evening: 30 mins","https://www.google.com/maps/place/226+W+97th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
255 W 93rd St Unit 3S,https://www.apartments.com/255-w-93rd-st-new-york-ny/2q86vxb/,,"255 W 93rd St, New York, NY 10025","* morning: 5.1 mi
* evening: 4.8 mi","* morning: 30 mins
* evening: 30 mins","https://www.google.com/maps/place/255+W+93rd+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
332 E 71st St,https://www.apartments.com/332-e-71st-st-new-york-ny/n4wprvp/,,"332 E 71st St, New York, NY 10021","* morning: 1.0 mi
* evening: 1.0 mi","* morning: 12 mins
* evening: 9 mins","https://www.google.com/maps/place/332+E+71st+St,+New+York,+NY+10021",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
280 E 2nd St Unit 4d,https://www.apartments.com/280-e-2nd-st-new-york-ny/r89yw00/,347-625-1070,"280 E 2nd St, New York, NY 10009","* morning: 3.9 mi
* evening: 5.1 mi","* morning: 31 mins
* evening: 33 mins","https://www.google.com/maps/place/280+E+2nd+St,+New+York,+NY+10009",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
306 E 91st St,https://www.apartments.com/306-e-91st-st-new-york-ny/y3d9tht/,844-820-2018,"306 E 91st St, New York, NY 10128","* morning: 1.9 mi
* evening: 1.8 mi","* morning: 16 mins
* evening: 14 mins","https://www.google.com/maps/place/306+E+91st+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
171 E 83rd St Unit 6F,https://www.apartments.com/171-e-83rd-st-new-york-ny/gqj1cfz/,201-351-1577,"171 E 83rd St, New York, NY 10028","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 10 mins
* evening: 9 mins","https://www.google.com/maps/place/171+E+83rd+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
1017 Jefferson St Unit 206,https://www.apartments.com/1017-jefferson-st-hoboken-nj/bspj68b/,973-718-4784,"1017 Jefferson St, Hoboken, NJ 07030","* morning: 7.0 mi
* evening: 5.4 mi","* morning: 1 hour 1 min
* evening: 56 mins","https://www.google.com/maps/place/1017+Jefferson+St,+Hoboken,+NJ+07030",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
162 W 80th St Unit 1bed,https://www.apartments.com/162-w-80th-st-new-york-ny/26j29v9/,914-618-5093,"162 W 80th St, New York, NY 10024","* morning: 4.2 mi
* evening: 4.3 mi","* morning: 32 mins
* evening: 29 mins","https://www.google.com/maps/place/162+W+80th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,650",,,12 Month,,,,
228 E 26th St Unit 3B,https://www.apartments.com/228-e-26th-st-new-york-ny/ctcgs1f/,646-461-1242,"228 E 26th St, New York, NY 10010","* morning: 2.1 mi
* evening: 2.1 mi","* morning: 15 mins
* evening: 18 mins","https://www.google.com/maps/place/228+E+26th+St,+New+York,+NY+10010",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,* Laundry Facilities,,,
203 W 85th St Unit 41,https://www.apartments.com/203-w-85th-st-new-york-ny/mvmhb0j/,917-900-3075,"203 W 85th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 33 mins
* evening: 30 mins","https://www.google.com/maps/place/203+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,650",,,12 Months,,,,
11 Port Imperial Blvd,https://www.apartments.com/11-port-imperial-blvd-west-new-york-nj/qdv136y/,,"11 Port Imperial Blvd, West New York, NJ 07093","* morning: 7.0 mi
* evening: 7.0 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/11+Port+Imperial+Blvd,+West+New+York,+NJ+07093",Dogs and Cats Allowed,,,,,,,"$2,650",,,,,,,
47 E 1st St Unit 1F,https://www.apartments.com/47-e-1st-st-new-york-ny/8e6mdc3/,844-801-6940,"47 E 1st St, New York, NY 10003","* morning: 3.4 mi
* evening: 3.4 mi","* morning: 20 mins
* evening: 23 mins","https://www.google.com/maps/place/47+E+1st+St,+New+York,+NY+10003",Dogs and Cats Allowed,,,,,,,"$2,662",,,12 Months,,,,
303 E 86th St,https://www.apartments.com/303-e-86th-st-new-york-ny/e27lqcm/,516-568-5897,"303 E 86th St, New York, NY 10028","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 8 mins
* evening: 8 mins","https://www.google.com/maps/place/303+E+86th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,663",,,12 Months,,,,
70 Greene,https://www.apartments.com/70-greene-jersey-city-nj/9yw44t5/,844-581-8544,"70 Greene St, Jersey City, NJ 07302","* morning: 6.1 mi
* evening: 6.1 mi","* morning: 45 mins
* evening: 37 mins","https://www.google.com/maps/place/70+Greene+St,+Jersey+City,+NJ+07302","Dogs Allowed:
0 
* $80 Monthly Pet Rent
* $400 Fee
* 3 Pet Limit","Garage: $200 - 250
1 space; Assigned Parking.","* Fitness Center
* Sauna
* Spa
* Pool
* Playground
* Walking/Biking Trails
* Media Center/Movie Theatre","* Dishwasher
* Microwave",* Smoke Free Living,"* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Ceiling Fans
* Smoke Free
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Vaulted Ceiling
* Views
* Walk-In Closets","$2,670 - 3,340","* Assigned Garage Parking: $200 - 250
* Cat Rent: $50
* Dog Rent: $80","* Application Fee: $100
* Cat Fee: $300
* Dog Fee: $400",Flexible terms,"* Package Service
* Wi-Fi at Pool and Clubhouse
* Laundry Facilities
* Property Manager on Site
* Concierge","* Built in 2009
* 480 Units/48 Stories","* Business Center
* Clubhouse
* Corporate Suites",* Gated
243 E 38th St Unit 4b,https://www.apartments.com/243-e-38th-st-new-york-ny/ejkgvpn/,,"243 E 38th St, New York, NY 10016","* morning: 1.4 mi
* evening: 1.4 mi","* morning: 13 mins
* evening: 13 mins","https://www.google.com/maps/place/243+E+38th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,675",,,12 Months,,,,
514 E 83rd St Unit 5W,https://www.apartments.com/514-e-83rd-st-new-york-ny/5zls4yp/,855-433-4707,"514 E 83rd St, New York, NY 10028","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 20 mins
* evening: 18 mins","https://www.google.com/maps/place/514+E+83rd+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,675",,,12 Months,,,,
493 2nd Ave Unit 8,https://www.apartments.com/493-2nd-ave-new-york-ny/whg6zfl/,844-719-8897,"493 2nd Ave, New York, NY 10016","* morning: 2.0 mi
* evening: 2.0 mi","* morning: 14 mins
* evening: 17 mins","https://www.google.com/maps/place/493+2nd+Ave,+New+York,+NY+10016",Dogs and Cats Allowed,Street,,,,"* Washer/Dryer
* Wheelchair Accessible (Rooms)",,"$2,675",,,12 Months,,,,
247 W 72nd St Unit 2FE,https://www.apartments.com/247-w-72nd-st-new-york-ny/72zj1xy/,844-310-1634,"247 W 72nd St, New York, NY 10023","* morning: 3.9 mi
* evening: 3.6 mi","* morning: 27 mins
* evening: 27 mins","https://www.google.com/maps/place/247+W+72nd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,* Smoke Free,,"$2,675",,,12 Months,,,,
149 1st St,https://www.apartments.com/149-1st-st-jersey-city-nj/9heb7z4/,201-355-3477,"149 1st St, Jersey City, NJ 07302","* morning: 6.7 mi
* evening: 6.6 mi","* morning: 47 mins
* evening: 41 mins","https://www.google.com/maps/place/149+1st+St,+Jersey+City,+NJ+07302",Dogs and Cats Allowed,,,,,"* Washer/Dryer
* Wheelchair Accessible (Rooms)",,"$2,675",,,12 Months,,,,
11 Port Imperial Blvd,https://www.apartments.com/11-port-imperial-blvd-west-new-york-nj/zxe66zx/,,"11 Port Imperial Blvd, West New York, NJ 07093","* morning: 7.0 mi
* evening: 7.0 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/11+Port+Imperial+Blvd,+West+New+York,+NJ+07093",Dogs and Cats Allowed,,,,,,,"$2,680",,,,,,,
11 Port Imperial Blvd,https://www.apartments.com/11-port-imperial-blvd-west-new-york-nj/2491g8c/,,"11 Port Imperial Blvd, West New York, NJ 07093","* morning: 7.0 mi
* evening: 7.0 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/11+Port+Imperial+Blvd,+West+New+York,+NJ+07093",Dogs and Cats Allowed,,,,,,,"$2,680",,,,,,,
The Octagon,https://www.apartments.com/the-octagon-new-york-ny/9w36sk7/,,"888 Main St, New York, NY 10044","* morning: 2.0 mi
* evening: 2.0 mi","* morning: 26 mins
* evening: 27 mins","https://www.google.com/maps/place/888+Main+St,+New+York,+NY+10044","Dogs Allowed
* 60 lb Weight Limit
* 2 Pet Limit",,"* Fitness Center
* Pool
* Playground
* Tennis Court
* Gameroom","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Eat-in Kitchen
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator","* Central Air
* Club Room
* Daycare
* Doorman
* Dry Cleanning
* Elevator
* Garage
* Gym
* Laundry In Building
* Outdoor Areas
* Outdoor Pool
* Screening Room
* Storage
* Washer/Dryer Allowed
* *  Washer and Dryer
* Amazing Water Front Views
* Billard Room
* Billards Table and Screening Room
* Cable TV/Internet Hook-Ups in Multiple Locations
* Cafe and Convenience Center with Atm
* Cherry Finished Cabinets
* Children'S Playroom
* Classic Subway Wall Tile and Porcelain Floor
* Clubroom with Lounge
* Corner Unit
* Dishwasher
* Doorman and 24/7 Concierge
* Ecological Park and Barbeque Grills
* Energy Efficient Building
* Exhibition Gallery
* Fabulous Full-Acre Courtyard
* Fitness Center
* Floor to Ceiling Windows
* Four Mile Waerfront Esplanade/ Bike Path
* Four-Mile Waterfront Bike Path
* Garbage Disposal
* Gourmet Kitch with Custom Finishes
* Gourmet Kitchen
* Granite Counterops
* Granite Countertop
* Hardwood Floors
* Hybrid Shuttle to the Subway and Tram
* In Refrigerator Ice Maker
* Individually Controlled Heating and Cooling
* Indoor Parking Garage
* Internet Access
* Large Closet Space
* Laundry in Unit
* Library Space
* Media Room
* Microwave
* Nyc Skyline Views
* Open Layout
* Out Door Pool
* Personal Storage and Bicycle Storage
* Porcelain Pedestal Sinks
* Private Outdoor Space
* Renovated
* Spacious Studio
* Stainless Steel Appliances
* Stainless Steel Energy Star Appliances
* State of the Art Fitness Center
* Storage Available
* Terrace and Heated Pool
* Valet and Maid Service Available
* Washer/Dryer in Unit","* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Heating
* Cable Ready
* Storage Units
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Vaulted Ceiling
* Views
* Walk-In Closets
* Window Coverings","$2,684 - 2,784","* Water, Heat: Included",* Application Fee: $75,3 - 13 Month Leases,"* Laundry Facilities
* Day Care
* Doorman
* Concierge
* Video Patrol
* Trash Pickup - Door to Door
* Dry Cleaning Service
* Maid Service
* Planned Social Activities","* Built in 2006
* 501 Units/5 Stories","* Elevator
* Business Center
* Clubhouse
* Lounge
* Library",* Courtyard
306 Gold St,https://www.apartments.com/306-gold-st-brooklyn-ny/ygf8xkv/,347-507-4984,"306 Gold St, Brooklyn, NY 11201","* morning: 7.2 mi
* evening: 7.3 mi","* morning: 36 mins
* evening: 34 mins","https://www.google.com/maps/place/306+Gold+St,+Brooklyn,+NY+11201",Dogs and Cats Allowed,Garage: $300,,,,"* Washer/Dryer
* Wheelchair Accessible (Rooms)",,"$2,687",,,12 Months,,,,
209A Wyckoff St,https://www.apartments.com/209a-wyckoff-st-brooklyn-ny/kgb7kpc/,914-288-6055,"209A Wyckoff St, Brooklyn, NY 11217","* morning: 7.6 mi
* evening: 7.7 mi","* morning: 37 mins
* evening: 35 mins","https://www.google.com/maps/place/209A+Wyckoff+St,+Brooklyn,+NY+11217",Dogs and Cats Allowed,Street,,,,,,"$2,688",,,12 Months,,,,
53 W 75th St,https://www.apartments.com/53-w-75th-st-new-york-ny/td4k2s8/,917-341-7665,"53 W 75th St, New York, NY 10023","* morning: 4.2 mi
* evening: 2.7 mi","* morning: 33 mins
* evening: 27 mins","https://www.google.com/maps/place/53+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,690",,,12 Months,,,,
53 W 75th St,https://www.apartments.com/53-w-75th-st-new-york-ny/xt20vjp/,844-485-3182,"53 W 75th St, New York, NY 10023","* morning: 4.2 mi
* evening: 2.7 mi","* morning: 33 mins
* evening: 27 mins","https://www.google.com/maps/place/53+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,690",,,12 Month,,,,
155 E 52nd St,https://www.apartments.com/155-e-52nd-st-new-york-ny/jrn8t95/,844-728-0635,"155 E 52nd St, New York, NY 10022","* morning: 0.6 mi
* evening: 0.6 mi","* morning: 4 mins
* evening: 5 mins","https://www.google.com/maps/place/155+E+52nd+St,+New+York,+NY+10022",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,690",,,12 Month,,,,
404 E 56th St,https://www.apartments.com/404-e-56th-st-new-york-ny/tretscc/,844-665-5620,"404 E 56th St, New York, NY 10022","* morning: 0.6 mi
* evening: 0.6 mi","* morning: 11 mins
* evening: 11 mins","https://www.google.com/maps/place/404+E+56th+St,+New+York,+NY+10022",Dogs Allowed,,,,,,,"$2,695",,,12 Month,,,,
41 W 90th St Unit 1A,https://www.apartments.com/41-w-90th-st-new-york-ny/s7j6d37/,,"41 W 90th St, New York, NY 10024","* morning: 2.5 mi
* evening: 2.5 mi","* morning: 29 mins
* evening: 27 mins","https://www.google.com/maps/place/41+W+90th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
80 W 82nd St Unit 2A,https://www.apartments.com/80-w-82nd-st-new-york-ny/4t511mk/,,"80 W 82nd St, New York, NY 10024","* morning: 4.4 mi
* evening: 3.1 mi","* morning: 37 mins
* evening: 28 mins","https://www.google.com/maps/place/80+W+82nd+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
158 W 75th St Unit 3A,https://www.apartments.com/158-w-75th-st-new-york-ny/4g80czk/,,"158 W 75th St, New York, NY 10023","* morning: 4.0 mi
* evening: 4.0 mi","* morning: 29 mins
* evening: 29 mins","https://www.google.com/maps/place/158+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
159 W 73rd St Unit 5F,https://www.apartments.com/159-w-73rd-st-new-york-ny/f3sbzrs/,,"159 W 73rd St, New York, NY 10023","* morning: 3.9 mi
* evening: 3.7 mi","* morning: 27 mins
* evening: 27 mins","https://www.google.com/maps/place/159+W+73rd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
161 W 72nd St Unit 6B,https://www.apartments.com/161-w-72nd-st-new-york-ny/553v19n/,,"161 W 72nd St, New York, NY 10023","* morning: 3.9 mi
* evening: 3.6 mi","* morning: 26 mins
* evening: 26 mins","https://www.google.com/maps/place/161+W+72nd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
257 W 91st St Unit GF,https://www.apartments.com/257-w-91st-st-new-york-ny/w8qrdxh/,,"257 W 91st St, New York, NY 10024","* morning: 5.2 mi
* evening: 4.9 mi","* morning: 33 mins
* evening: 32 mins","https://www.google.com/maps/place/257+W+91st+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
269 W 73rd St Unit 4B,https://www.apartments.com/269-w-73rd-st-new-york-ny/y0qtwwr/,,"269 W 73rd St, New York, NY 10023","* morning: 4.0 mi
* evening: 3.6 mi","* morning: 28 mins
* evening: 28 mins","https://www.google.com/maps/place/269+W+73rd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
1682 York Ave Unit 1-H,https://www.apartments.com/1682-york-ave-new-york-ny/2msz2m9/,,"1682 York Ave, New York, NY 10128","* morning: 2.0 mi
* evening: 1.9 mi","* morning: 18 mins
* evening: 16 mins","https://www.google.com/maps/place/1682+York+Ave,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
140 E 46th St Unit 2A,https://www.apartments.com/140-e-46th-st-new-york-ny/q1gcqez/,,"140 E 46th St, New York, NY 10017","* morning: 0.8 mi
* evening: 1.2 mi","* morning: 8 mins
* evening: 9 mins","https://www.google.com/maps/place/140+E+46th+St,+New+York,+NY+10017",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
115 E 34th St Unit 705,https://www.apartments.com/115-e-34th-st-new-york-ny/n0tkspm/,844-600-5862,"115 E 34th St, New York, NY 10016","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 9 mins
* evening: 12 mins","https://www.google.com/maps/place/115+E+34th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
521 E 5th St Unit 3D,https://www.apartments.com/521-e-5th-st-new-york-ny/97lql96/,844-768-7859,"521 E 5th St, New York, NY 10009","* morning: 3.4 mi
* evening: 3.4 mi","* morning: 24 mins
* evening: 28 mins","https://www.google.com/maps/place/521+E+5th+St,+New+York,+NY+10009",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,,,,
110 W 55th St,https://www.apartments.com/110-w-55th-st-new-york-ny/3wjvnrf/,,"110 W 55th St, New York, NY 10019","* morning: 1.3 mi
* evening: 1.3 mi","* morning: 11 mins
* evening: 11 mins","https://www.google.com/maps/place/110+W+55th+St,+New+York,+NY+10019",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
530 2nd Ave Unit 7A,https://www.apartments.com/530-2nd-ave-new-york-ny/z5np2dx/,844-255-0348,"530 2nd Ave, New York, NY 10016","* morning: 2.1 mi
* evening: 2.1 mi","* morning: 15 mins
* evening: 19 mins","https://www.google.com/maps/place/530+2nd+Ave,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
324 W 84th St Unit 74,https://www.apartments.com/324-w-84th-st-new-york-ny/k6dbpjc/,,"324 W 84th St, New York, NY 10024","* morning: 4.6 mi
* evening: 4.7 mi","* morning: 34 mins
* evening: 32 mins","https://www.google.com/maps/place/324+W+84th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
343 10th St,https://www.apartments.com/343-10th-st-brooklyn-ny/ye5z46s/,347-479-1095,"343 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 39 mins","https://www.google.com/maps/place/343+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,* Washer/Dryer Hookup,,"$2,695",,,12 Months,,,,
341 10th St Unit 12D,https://www.apartments.com/341-10th-st-brooklyn-ny/nq27cdm/,516-268-3697,"341 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 40 mins","https://www.google.com/maps/place/341+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
501 E 5th St,https://www.apartments.com/501-e-5th-st-new-york-ny/0es78j0/,646-809-1704,"501 E 5th St, New York, NY 10009","* morning: 3.3 mi
* evening: 3.3 mi","* morning: 23 mins
* evening: 27 mins","https://www.google.com/maps/place/501+E+5th+St,+New+York,+NY+10009",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,695",,,12 Months,,,,
341 10th St Unit 5M,https://www.apartments.com/341-10th-st-brooklyn-ny/lqed3jf/,516-543-6547,"341 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 40 mins","https://www.google.com/maps/place/341+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,,,,
341 10th St Unit 12D,https://www.apartments.com/341-10th-st-brooklyn-ny/82kwhl1/,551-256-8343,"341 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 40 mins","https://www.google.com/maps/place/341+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,Surface Lot,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
239 W 21st St Unit B,https://www.apartments.com/239-w-21st-st-new-york-ny/e0pzvjm/,844-663-0075,"239 W 21st St, New York, NY 10011","* morning: 3.0 mi
* evening: 3.0 mi","* morning: 21 mins
* evening: 22 mins","https://www.google.com/maps/place/239+W+21st+St,+New+York,+NY+10011",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,,,,
341 10th St,https://www.apartments.com/341-10th-st-brooklyn-ny/549zhbn/,844-828-9856,"341 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 40 mins","https://www.google.com/maps/place/341+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,* Laundry Facilities,,,
341 10th St,https://www.apartments.com/341-10th-st-brooklyn-ny/nycbb7p/,844-666-3410,"341 10th St, Brooklyn, NY 11215","* morning: 8.8 mi
* evening: 8.8 mi","* morning: 39 mins
* evening: 40 mins","https://www.google.com/maps/place/341+10th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,695",,,12 Months,,,,
237 9th Ave Unit 4C,https://www.apartments.com/237-9th-ave-new-york-ny/dnwnhkh/,347-501-8442,"237 9th Ave, New York, NY 10001","* morning: 3.2 mi
* evening: 3.1 mi","* morning: 25 mins
* evening: 24 mins","https://www.google.com/maps/place/237+9th+Ave,+New+York,+NY+10001",Dogs and Cats Allowed,,,,,,,"$2,699",,,12 Months,,,,
169 W 85th St,https://www.apartments.com/169-w-85th-st-new-york-ny/ctvjjmd/,844-601-0175,"169 W 85th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 33 mins
* evening: 30 mins","https://www.google.com/maps/place/169+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,699",,,12 Months,,,,
55 W 74th St Unit 2,https://www.apartments.com/55-w-74th-st-new-york-ny/wre0gbl/,631-880-4287,"55 W 74th St, New York, NY 10023","* morning: 4.2 mi
* evening: 2.7 mi","* morning: 32 mins
* evening: 26 mins","https://www.google.com/maps/place/55+W+74th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,699",,,12 Months,,,,
255 W 75th St Unit 5I,https://www.apartments.com/255-w-75th-st-new-york-ny/gv7n40w/,844-695-0628,"255 W 75th St, New York, NY 10023","* morning: 4.1 mi
* evening: 3.7 mi","* morning: 30 mins
* evening: 29 mins","https://www.google.com/maps/place/255+W+75th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,699",,,12 Months,,,,
